instrument_id,side,rank,depth_distance_ticks,exposure_count,hit_count,hit_probability,visibility_observation_count,visibility_covariance,protection_component,visibility_component,raw_weight,kernel_weight,kappa_hat_side,lambda_hat_side,kappa_hat_instrument,lambda_hat_instrument
RISANAMENTO,ask,1,1.0,142893,18556,0.1298594052892724,119995,7.441324956614773e-7,0.8701405947107276,7.441324956614773e-7,6.474998923184558e-7,0.00007094963939361133,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,39.00000000000153,2,0,0.0,2,0.0,1.0,1e-12,1e-12,1.0957475087689531e-10,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,3.000000000000104,6555,198,0.030205949656750573,5546,1.0015180476622627e-6,0.9697940503432494,1.0015180476622627e-6,9.712662439342491e-7,0.00010642625671423318,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,2.0,9106,800,0.08785416209092906,8068,1.6921332017385173e-7,0.912145837909071,1.6921332017385173e-7,1.543472257153539e-7,0.00001691255880629983,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,78.00000000000315,2,0,0.0,2,0.0,1.0,1e-12,1e-12,1.0957475087689531e-10,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,33.000000000001286,4,0,0.0,4,0.000021916729481276442,1.0,0.000021916729481276442,0.000021916729481276442,0.002401520172947173,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,16.000000000000625,198,37,0.18686868686868688,192,0.000010636576887653991,0.8131313131313131,0.000010636576887653991,8.648933731880266e-6,0.0009477047590215566,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,18.000000000000693,93,18,0.1935483870967742,87,0.00003775510803150202,0.8064516129032258,0.00003775510803150202,0.000030447667767340337,0.0033362956103887924,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,21.0000000000008,7,0,0.0,7,0.00018995752995637754,1.0,0.00018995752995637754,0.00018995752995637754,0.020814549022160445,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,47.00000000000191,12,0,0.0,7,0.00004695917213058891,1.0,0.00004695917213058891,0.00004695917213058891,0.005145539587594525,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,79.0000000000032,2,0,0.0,2,0.0,1.0,1e-12,1e-12,1.0957475087689531e-10,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,3.000000000000139,193,27,0.13989637305699482,169,1.3901333758726888e-6,0.8601036269430051,1.3901333758726888e-6,1.1956587585226235e-6,0.0001310140105988944,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,36.00000000000142,3,0,0.0,3,0.0,1.0,1e-12,1e-12,1.0957475087689531e-10,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,21.00000000000083,71,12,0.16901408450704225,65,5.034334814420871e-6,0.8309859154929577,5.034334814420871e-6,4.183461324659597e-6,0.0004584017324527018,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,129.0000000000052,1,0,0.0,0,0.0,1.0,1e-12,1e-12,1.0957475087689531e-10,0.734695619396524,0.0,0.7292004442281189,0.0
RISANAMENTO,ask,2,20.0000000000008,200,82,0.41,187,7.374200954477232e-6,0.5900000000000001,7.374200954477232e-6,4.350778563141567e-6,0.0004767354771767738,0.734695619396524,0.0,0.7292004442281189,0.0
