instrument_id,side,rank,depth_distance_ticks,exposure_count,hit_count,hit_probability,visibility_observation_count,visibility_covariance,protection_component,visibility_component,raw_weight,kernel_weight,kappa_hat_side,lambda_hat_side,kappa_hat_instrument,lambda_hat_instrument
FERRARI,ask,1,1.0,481798,158979,0.3299702364891511,481686,0.00024928979237602496,0.670029763510849,0.00024928979237602496,0.00016703158063137666,0.00012776787307756712,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,22.00000000000739,5,0,0.0,5,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,10.000000000002842,3,0,0.0,3,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,128.0000000000432,1,0,0.0,1,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,28.000000000009095,3,0,0.0,3,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,9.000000000002842,1,0,0.0,1,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,7.000000000002274,1,0,0.0,1,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,7.000000000001705,3,0,0.0,3,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,3.000000000001137,51,13,0.2549019607843137,51,0.0001116499761019955,0.7450980392156863,0.0001116499761019955,0.00008319017827207508,0.00006363486532659932,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,4.000000000000568,8,0,0.0,8,0.007936400040002026,1.0,0.007936400040002026,0.007936400040002026,0.00607080977843118,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,8.000000000002274,7,0,0.0,7,0.24985502660054118,1.0,0.24985502660054118,0.24985502660054118,0.19112221297206192,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
FERRARI,ask,2,5.000000000001705,1,0,0.0,1,0.0,1.0,1e-12,1e-12,7.649324313079397e-13,0.9810771719513633,0.0,0.9844923901926402,0.1537924343096788
